,date,author,twitter_name,text,number_of_likes,number_of_retweets,cleaned_tweet,user_handles,hashtags,links,punct,tokenized_text,tokenizer_noStopw,stemmed_text
272,1643794137000,SurfSwan,SurfSwan,@FirstPortsmouth Why are all the bus windows shut at first departure? Bad. First thing driver should do - open them… https://t.co/cVKSmYGwve,0,0,Why are all the bus windows shut at first departure? Bad. First thing driver should do - open them…,['@FirstPortsmouth'],[],[' https://t.co/cVKSmYGwve'],Why are all the bus windows shut at first departure Bad First thing driver should do  open them…,"[Why, are, all, the, bus, windows, shut, at, first, departure, Bad, First, thing, driver, should, do,  , open, them, …]","['bus', 'windows', 'shut', 'departure', 'Bad', 'thing', 'driver', ' ', 'open', '…']",bu window shut departur bad thing driver   open …
273,1643794095000,Daniel Singleton,DSingleton_,"Initial reports on #levellingUp #Whitepaper @michaelgove mention very little on #faith or #community 
seems a big m… https://t.co/c8EN21ipFo",0,1,"Initial reports on    mention very little on  or  
seems a big m…",['@michaelgove'],"['#levellingUp', '#Whitepaper', '#faith', '#community']",[' https://t.co/c8EN21ipFo'],"Initial reports on    mention very little on  or  
seems a big m…","[Initial, reports, on,    , mention, very, little, on,  , or,  
, seems, a, big, m, …]","['Initial', 'reports', '   ', 'mention', 'little', ' ', ' \n', 'big', 'm', '…']","initi report     mention littl    
 big m …"
274,1643794020000,Dariusz Prokopowicz🌍💚♻️🏞️🏜🌅🌳🌲🌴🌵🌱🍃🍎🚴🏼,DProkopowicz,My research is available on @ResearchGate: https://t.co/rOtbhKCvlw #economy #pandemy #pandemic #Coronavirus #Covid… https://t.co/SgvHcvZFA8,0,0,My research is available on :     …,['@ResearchGate'],"['#economy', '#pandemy', '#pandemic', '#Coronavirus', '#Covid']","[' https://t.co/rOtbhKCvlw', ' https://t.co/SgvHcvZFA8']",My research is available on      …,"[My, research, is, available, on,      , …]","['research', 'available', '     ', '…']",research avail       …
275,1643793986000,Trevor Price #STOPtheLoanCharge #SaveLives,4x4RoadRunner01,"@BBCNews - @Conservative minister resigns in anger over the way @BorisJohnson @RishiSunak handled #COVID #fraud

Th… https://t.co/3JI7JwSsVR",11,7,"-  minister resigns in anger over the way   handled  

Th…","['@BBCNews', '@Conservative', '@BorisJohnson', '@RishiSunak']","['#COVID', '#fraud']",[' https://t.co/3JI7JwSsVR'],"  minister resigns in anger over the way   handled  

Th…","[  , minister, resigns, in, anger, over, the, way,   , handled,  

, Th, …]","['  ', 'minister', 'resigns', 'anger', 'way', '  ', 'handled', ' \n\n', 'Th', '…']","   minist resign anger way    handl  

 th …"
276,1643793966000,Raul Wever 🇾🇪🇺🇲🇪🇸🇨🇵,RaulWever,"Disaster-hit #Tonga goes into lockdown after recording first local Covid cases https://t.co/8i31KHdxi1

#TongaVolcanoEruption #COVID",1,0,Disaster-hit  goes into lockdown after recording first local Covid cases,[],"['#Tonga', '#TongaVolcanoEruption', '#COVID']",[' https://t.co/8i31KHdxi1'],Disasterhit  goes into lockdown after recording first local Covid cases,"[Disasterhit,  , goes, into, lockdown, after, recording, first, local, Covid, cases]","['Disasterhit', ' ', 'goes', 'lockdown', 'recording', 'local', 'Covid', 'cases']",disasterhit   goe lockdown record local covid case
277,1643793924000,Oliver Elliot,Oliver__Elliot,You should not lose your family home simply because your company cannot repay a Bounce Back Loan - there usually ha… https://t.co/H209wlGCk3,0,0,You should not lose your family home simply because your company cannot repay a Bounce Back Loan - there usually ha…,[],[],[' https://t.co/H209wlGCk3'],You should not lose your family home simply because your company cannot repay a Bounce Back Loan  there usually ha…,"[You, should, not, lose, your, family, home, simply, because, your, company, can, not, repay, a, Bounce, Back, Loan,  , there, usually, ha, …]","['lose', 'family', 'home', 'simply', 'company', 'repay', 'Bounce', 'Loan', ' ', 'usually', 'ha', '…']",lose famili home simpli compani repay bounc loan   usual ha …
278,1643793743000,Grabancijaš,grabancijas,"#covid #tech #science 

First of its kind human challenge trial showed deliberate infection with #SARS-pater famili… https://t.co/iMANnIcUo0",0,0,First of its kind human challenge trial showed deliberate infection with -pater famili…,[],"['#covid', '#tech', '#science', '#SARS']",[' https://t.co/iMANnIcUo0'],First of its kind human challenge trial showed deliberate infection with pater famili…,"[First, of, its, kind, human, challenge, trial, showed, deliberate, infection, with, pater, famili, …]","['kind', 'human', 'challenge', 'trial', 'showed', 'deliberate', 'infection', 'pater', 'famili', '…']",kind human challeng trial show deliber infect pater famili …
279,1643793693000,Prof Asif Ahmed 💙,ProfAsifAhmed,"Why COVID-19 is not like a flu; avoid it like a plague!
#COVID 
#COVID19France #BoosterDose 
https://t.co/idSIxub52w",0,0,"Why COVID-19 is not like a flu; avoid it like a plague!
 
  
https://t.co/idSIxub52w",[],"['#COVID', '#COVID19France', '#BoosterDose']",[],"Why COVID1 is not like a flu avoid it like a plague
 
  
httpstcoidSIxub52w","[Why, COVID1, is, not, like, a, flu, avoid, it, like, a, plague, 
 
  
, httpstcoidSIxub52w]","['COVID1', 'like', 'flu', 'avoid', 'like', 'plague', '\n \n  \n', 'httpstcoidSIxub52w']","covid1 like flu avoid like plagu 
 
  
 httpstcoidsixub52w"
280,1643793600000,TTG,TTGMedia,"In the press today: 

- New #Covid variant emerges in #Scotland (The Times)
- Energy loans package to be unveiled (… https://t.co/yCmwnj21u8",0,0,"In the press today: 

- New  variant emerges in  (The Times)
- Energy loans package to be unveiled (…",[],"['#Covid', '#Scotland']",[' https://t.co/yCmwnj21u8'],"In the press today 

 New  variant emerges in  The Times
 Energy loans package to be unveiled …","[In, the, press, today, 

 , New,  , variant, emerges, in,  , The, Times, 
 , Energy, loans, package, to, be, unveiled, …]","['press', 'today', '\n\n ', 'New', ' ', 'variant', 'emerges', ' ', 'Times', '\n ', 'Energy', 'loans', 'package', 'unveiled', '…']","press today 

  new   variant emerg   time 
  energi loan packag unveil …"
281,1643793513000,Philip Miller 😷💉,PhilipMillerBD,"And yet the UK govt plan to stop reporting on #COVID deaths. Bunch of world experts ⚖️ bunch of corrupt, party goin… https://t.co/ilEeOWR834",0,1,"And yet the UK govt plan to stop reporting on  deaths. Bunch of world experts ⚖️ bunch of corrupt, party goin…",[],['#COVID'],[' https://t.co/ilEeOWR834'],And yet the UK govt plan to stop reporting on  deaths Bunch of world experts ⚖️ bunch of corrupt party goin…,"[And, yet, the, UK, govt, plan, to, stop, reporting, on,  , deaths, Bunch, of, world, experts, ⚖, ️, bunch, of, corrupt, party, goin, …]","['UK', 'govt', 'plan', 'stop', 'reporting', ' ', 'deaths', 'Bunch', 'world', 'experts', '⚖', '️', 'bunch', 'corrupt', 'party', 'goin', '…']",uk govt plan stop report   death bunch world expert ⚖ ️ bunch corrupt parti goin …
282,1643793503000,EU NEWS 🇪🇺,wtx_EU_news,"#France begins to ease #Covid curbs, including wearing masks outdoors

#OmicronVariant https://t.co/ZWjPpxpZI6",1,1,"begins to ease  curbs, including wearing masks outdoors",[],"['#France', '#Covid', '#OmicronVariant']",[' https://t.co/ZWjPpxpZI6'],begins to ease  curbs including wearing masks outdoors,"[begins, to, ease,  , curbs, including, wearing, masks, outdoors]","['begins', 'ease', ' ', 'curbs', 'including', 'wearing', 'masks', 'outdoors']",begin eas   curb includ wear mask outdoor
283,1643793455000,St George's NHS FT,StGeorgesTrust,"Please stay fraud alert around the #Covid vaccine 

🚫 Covid vaccines are free 
🚫 The NHS will not ask for your bank… https://t.co/nitZhSewJM",1,0,"Please stay fraud alert around the  vaccine 

🚫 Covid vaccines are free 
🚫 The NHS will not ask for your bank…",[],['#Covid'],[' https://t.co/nitZhSewJM'],"Please stay fraud alert around the  vaccine 

🚫 Covid vaccines are free 
🚫 The NHS will not ask for your bank…","[Please, stay, fraud, alert, around, the,  , vaccine, 

, 🚫, Covid, vaccines, are, free, 
, 🚫, The, NHS, will, not, ask, for, your, bank, …]","['stay', 'fraud', 'alert', ' ', 'vaccine', '\n\n', '🚫', 'Covid', 'vaccines', 'free', '\n', '🚫', 'NHS', 'ask', 'bank', '…']","stay fraud alert   vaccin 

 🚫 covid vaccin free 
 🚫 nh ask bank …"
284,1643793410000,Seba.Mc 🆂🅴🅱🅰🅼🅲,seba_mc,"@LucianoLavecchi @AndreaRoventini @marattin The application for WHO approval of a second Cuban vaccine, #Soberana 2… https://t.co/vjA0KdoCkw",2,0,"The application for WHO approval of a second Cuban vaccine,  2…","['@LucianoLavecchi', '@AndreaRoventini', '@marattin']",['#Soberana'],[' https://t.co/vjA0KdoCkw'],The application for WHO approval of a second Cuban vaccine  2…,"[The, application, for, WHO, approval, of, a, second, Cuban, vaccine,  , 2, …]","['application', 'approval', 'second', 'Cuban', 'vaccine', ' ', '2', '…']",applic approv second cuban vaccin   2 …
285,1643793381000,Gavin Geddes,GavinGeddes7,@poemsjust4you Thanks Ray. My #screenplay #AnEveningwithNevilleHeath I penned in prison without internet or a libra… https://t.co/d54t9k8QLz,3,1,Thanks Ray. My   I penned in prison without internet or a libra…,['@poemsjust4you'],"['#screenplay', '#AnEveningwithNevilleHeath']",[' https://t.co/d54t9k8QLz'],Thanks Ray My   I penned in prison without internet or a libra…,"[Thanks, Ray, My,   , I, penned, in, prison, without, internet, or, a, libra, …]","['Thanks', 'Ray', '  ', 'penned', 'prison', 'internet', 'libra', '…']",thank ray    pen prison internet libra …
286,1643793248000,Julie Brandon #VoteOfNoConfidence,JulieBJewellery,all MP's responsible for funelling money into chums or own pockets should face criminal changes for fraud. Seeing… https://t.co/jY1Pk9CELG,1,3,all MP's responsible for funelling money into chums or own pockets should face criminal changes for fraud. Seeing…,[],[],[' https://t.co/jY1Pk9CELG'],all MPs responsible for funelling money into chums or own pockets should face criminal changes for fraud Seeing…,"[all, MPs, responsible, for, funelling, money, into, chums, or, own, pockets, should, face, criminal, changes, for, fraud, Seeing, …]","['MPs', 'responsible', 'funelling', 'money', 'chums', 'pockets', 'face', 'criminal', 'changes', 'fraud', 'Seeing', '…']",mp respons funel money chum pocket face crimin chang fraud see …
287,1643793238000,Spencer Shaw Solicitors,SpencerShawSol,The government has announced that #NHS workers will no longer be legally required to receive the #COVID #vaccine. I… https://t.co/sSEUQgF0eY,0,0,The government has announced that  workers will no longer be legally required to receive the  . I…,[],"['#NHS', '#COVID', '#vaccine']",[' https://t.co/sSEUQgF0eY'],The government has announced that  workers will no longer be legally required to receive the   I…,"[The, government, has, announced, that,  , workers, will, no, longer, be, legally, required, to, receive, the,   , I, …]","['government', 'announced', ' ', 'workers', 'longer', 'legally', 'required', 'receive', '  ', '…']",govern announc   worker longer legal requir receiv    …
288,1643793104000,James Crowe #FBPE #FBPA,crowe_jim,Ok let’s magic #covid away. Appalling that this is even being considered https://t.co/mDAENmrOzW,1,0,Ok let’s magic  away. Appalling that this is even being considered,[],['#covid'],[' https://t.co/mDAENmrOzW'],Ok let’s magic  away Appalling that this is even being considered,"[Ok, let, ’s, magic,  , away, Appalling, that, this, is, even, being, considered]","['Ok', 'let', 'magic', ' ', 'away', 'Appalling', 'considered']",ok let magic   away appal consid
289,1643793049000,Gren Gale at PM Results,PM_Results,Why it's OK to feel anxious about a return to the office https://t.co/C9yCmndqXL  #remotework #remotejobs #COVID… https://t.co/bIF6nwTqVZ,0,1,Why it's OK to feel anxious about a return to the office    …,[],"['#remotework', '#remotejobs', '#COVID']","[' https://t.co/C9yCmndqXL', ' https://t.co/bIF6nwTqVZ']",Why its OK to feel anxious about a return to the office    …,"[Why, its, OK, to, feel, anxious, about, a, return, to, the, office,    , …]","['OK', 'feel', 'anxious', 'return', 'office', '   ', '…']",ok feel anxiou return offic     …
290,1643793044000,Mas #5ansdeplus #avecvous,mrericmas,"Exact 🥴⬇️🥴

@vpecresse #LR #Pecresse2022 #Pecresse #ValeriePecresse @eciotti 

#medias #etat #France  #gouvernement… https://t.co/sBODbYIeNu",0,0,"Exact 🥴⬇️🥴

      

    …","['@vpecresse', '@eciotti']","['#LR', '#Pecresse2022', '#Pecresse', '#ValeriePecresse', '#medias', '#etat', '#France', '#gouvernement']",[' https://t.co/sBODbYIeNu'],"Exact 🥴⬇️🥴

      

    …","[Exact, 🥴, ⬇, ️, 🥴, 

      

    , …]","['Exact', '🥴', '⬇', '️', '🥴', '\n\n      \n\n    ', '…']","exact 🥴 ⬇ ️ 🥴 

      

     …"
291,1643792913000,J.Olesen,Oles_juli,"Glad that our partners from @ctvetgh also contributed to this important publication! 
#tvet #ctvet #COVID… https://t.co/OMRKhD044J",1,0,"Glad that our partners from  also contributed to this important publication! 
  …",['@ctvetgh'],"['#tvet', '#ctvet', '#COVID']",[' https://t.co/OMRKhD044J'],"Glad that our partners from  also contributed to this important publication 
  …","[Glad, that, our, partners, from,  , also, contributed, to, this, important, publication, 
  , …]","['Glad', 'partners', ' ', 'contributed', 'important', 'publication', '\n  ', '…']","glad partner   contribut import public 
   …"
292,1643792850000,Siobhan Logan,siobsi,"Oh no, you too, @MelanieBeynon! It IS slow, isn't  it? I'm wondering if I might try getting dressed today and havin… https://t.co/jsnym1NQ0H",2,0,"Oh no, you too, ! It IS slow, isn't  it? I'm wondering if I might try getting dressed today and havin…",['@MelanieBeynon'],[],[' https://t.co/jsnym1NQ0H'],Oh no you too  It IS slow isnt  it Im wondering if I might try getting dressed today and havin…,"[Oh, no, you, too,  , It, IS, slow, is, nt,  , it, I, m, wondering, if, I, might, try, getting, dressed, today, and, havin, …]","['Oh', ' ', 'slow', 'nt', ' ', 'm', 'wondering', 'try', 'getting', 'dressed', 'today', 'havin', '…']",oh   slow nt   m wonder tri get dress today havin …
293,1643792759000,Blue Cube,bluecubepcs,"This is super impressive, given every one of these months has been impacted by #COVID.  It's a resilient sector… https://t.co/zplpyOriKT",2,2,"This is super impressive, given every one of these months has been impacted by .  It's a resilient sector…",[],['#COVID'],[' https://t.co/zplpyOriKT'],This is super impressive given every one of these months has been impacted by   Its a resilient sector…,"[This, is, super, impressive, given, every, one, of, these, months, has, been, impacted, by,   , Its, a, resilient, sector, …]","['super', 'impressive', 'given', 'months', 'impacted', '  ', 'resilient', 'sector', '…']",super impress given month impact    resili sector …
294,1643792730000,Giuseppe Michieli,ironorehopper,"A small #island #nation has cooked up not 1, not 2 but 5 #COVID #vaccines. It's #Cuba! https://t.co/vGEOhuPhZO #healthupdate #feedly",0,0,"A small   has cooked up not 1, not 2 but 5  . It's !",[],"['#island', '#nation', '#COVID', '#vaccines', '#Cuba', '#healthupdate', '#feedly']",[' https://t.co/vGEOhuPhZO'],A small   has cooked up not 1 not 2 but 5   Its ,"[A, small,   , has, cooked, up, not, 1, not, 2, but, 5,   , Its]","['small', '  ', 'cooked', '1', '2', '5', '  ']",small    cook 1 2 5   
295,1643792497000,Healthwatch Staffs,HWStaffordshire,"Government is no longer asking people to work from home. 
  
If you are in the office, open windows to let fresh ai… https://t.co/kr65LXcMom",1,0,"Government is no longer asking people to work from home. 
  
If you are in the office, open windows to let fresh ai…",[],[],[' https://t.co/kr65LXcMom'],"Government is no longer asking people to work from home 
  
If you are in the office open windows to let fresh ai…","[Government, is, no, longer, asking, people, to, work, from, home, 
  
, If, you, are, in, the, office, open, windows, to, let, fresh, ai, …]","['Government', 'longer', 'asking', 'people', 'work', 'home', '\n  \n', 'office', 'open', 'windows', 'let', 'fresh', 'ai', '…']","govern longer ask peopl work home 
  
 offic open window let fresh ai …"
296,1643792487000,DHL Global Trade,DHLGlobal,".@UNCTAD has assembled to discuss #TradeFacilitation, a crucial factor in creating an inclusive economic recovery f… https://t.co/rTZ09sFbpx",1,0,". has assembled to discuss , a crucial factor in creating an inclusive economic recovery f…",['@UNCTAD'],['#TradeFacilitation'],[' https://t.co/rTZ09sFbpx'], has assembled to discuss  a crucial factor in creating an inclusive economic recovery f…,"[ , has, assembled, to, discuss,  , a, crucial, factor, in, creating, an, inclusive, economic, recovery, f, …]","[' ', 'assembled', 'discuss', ' ', 'crucial', 'factor', 'creating', 'inclusive', 'economic', 'recovery', 'f', '…']",  assembl discuss   crucial factor creat inclus econom recoveri f …
297,1643792445000,AMP Air,amp_aircon,"#DidYouKnow our nanoe-X technology is fuelled by naturally-occurring molecules called hydroxyl radicals?

They’ve a… https://t.co/hqAsjQW39S",0,0,"our nanoe-X technology is fuelled by naturally-occurring molecules called hydroxyl radicals?

They’ve a…",[],['#DidYouKnow'],[' https://t.co/hqAsjQW39S'],"our nanoeX technology is fuelled by naturallyoccurring molecules called hydroxyl radicals

They’ve a…","[our, nanoeX, technology, is, fuelled, by, naturallyoccurring, molecules, called, hydroxyl, radicals, 

, They, ’ve, a, …]","['nanoeX', 'technology', 'fuelled', 'naturallyoccurring', 'molecules', 'called', 'hydroxyl', 'radicals', '\n\n', '…']","nanoex technolog fuell naturallyoccur molecul call hydroxyl radic 

 …"
298,1643792443000,EPUT,EPUTNHS,"Walk-in or book your #Covid-19 vaccinations at our Ipswich vaccination centre THIS WEEK.

Wednesday 2 Feb - 8:30-7:… https://t.co/KNo7yYTMrK",0,1,"Walk-in or book your -19 vaccinations at our Ipswich vaccination centre THIS WEEK.

Wednesday 2 Feb - 8:30-7:…",[],['#Covid'],[' https://t.co/KNo7yYTMrK'],"Walkin or book your 1 vaccinations at our Ipswich vaccination centre THIS WEEK

Wednesday 2 Feb  837…","[Walkin, or, book, your, 1, vaccinations, at, our, Ipswich, vaccination, centre, THIS, WEEK, 

, Wednesday, 2, Feb,  , 837, …]","['Walkin', 'book', '1', 'vaccinations', 'Ipswich', 'vaccination', 'centre', 'WEEK', '\n\n', 'Wednesday', '2', 'Feb', ' ', '837', '…']","walkin book 1 vaccin ipswich vaccin centr week 

 wednesday 2 feb   837 …"
299,1643792392000,Douglas Herbert,dougf24,"In #France, people with weak immune systems, who are more prone to contracting serious forms of #Covid and for whom… https://t.co/jqS1EFlvX5",0,0,"In , people with weak immune systems, who are more prone to contracting serious forms of  and for whom…",[],"['#France', '#Covid']",[' https://t.co/jqS1EFlvX5'],In  people with weak immune systems who are more prone to contracting serious forms of  and for whom…,"[In,  , people, with, weak, immune, systems, who, are, more, prone, to, contracting, serious, forms, of,  , and, for, whom, …]","[' ', 'people', 'weak', 'immune', 'systems', 'prone', 'contracting', 'forms', ' ', '…']",  peopl weak immun system prone contract form   …
300,1643792332000,Claire Smith,ClaireSmith1848,Day 33 of 2022: Everyone is still negative. Back to school. #COVID #teacherlife https://t.co/CR0gzOFai4,13,0,Day 33 of 2022: Everyone is still negative. Back to school.,[],"['#COVID', '#teacherlife']",[' https://t.co/CR0gzOFai4'],Day 33 of 222 Everyone is still negative Back to school,"[Day, 33, of, 222, Everyone, is, still, negative, Back, to, school]","['Day', '33', '222', 'negative', 'school']",day 33 222 neg school
301,1643792270000,Climate Talk,ClimateTalk1,"#EU ETS #emissions continued to decline during the #Covid-19 pandemic.

https://t.co/N4zDAlsCfF",0,0,"ETS  continued to decline during the -19 pandemic.

https://t.co/N4zDAlsCfF",[],"['#EU', '#emissions', '#Covid']",[],"ETS  continued to decline during the 1 pandemic

httpstcoN4zDAlsCfF","[ETS,  , continued, to, decline, during, the, 1, pandemic, 

, httpstcoN4zDAlsCfF]","['ETS', ' ', 'continued', 'decline', '1', 'pandemic', '\n\n', 'httpstcoN4zDAlsCfF']","et   continu declin 1 pandem 

 httpstcon4zdalscff"
302,1643792198000,Japers,japers_1984,"This opens the door for more #covid human challenge studies #orph 

https://t.co/YakfRaV67j",1,0,"This opens the door for more  human challenge studies  

https://t.co/YakfRaV67j",[],"['#covid', '#orph']",[],"This opens the door for more  human challenge studies  

httpstcoYakfRaV67j","[This, opens, the, door, for, more,  , human, challenge, studies,  

, httpstcoYakfRaV67j]","['opens', 'door', ' ', 'human', 'challenge', 'studies', ' \n\n', 'httpstcoYakfRaV67j']","open door   human challeng studi  

 httpstcoyakfrav67j"
303,1643792181000,Climate Matters,LetsTalkPlanet,"#EU ETS #emissions continued to decline during the #Covid-19 pandemic.

https://t.co/rAftYIIMSH",0,0,"ETS  continued to decline during the -19 pandemic.

https://t.co/rAftYIIMSH",[],"['#EU', '#emissions', '#Covid']",[],"ETS  continued to decline during the 1 pandemic

httpstcorAftYIIMSH","[ETS,  , continued, to, decline, during, the, 1, pandemic, 

, httpstcorAftYIIMSH]","['ETS', ' ', 'continued', 'decline', '1', 'pandemic', '\n\n', 'httpstcorAftYIIMSH']","et   continu declin 1 pandem 

 httpstcoraftyiimsh"
304,1643792129000,sb,8bs8o,Why did I underestimate #COVID? Been in bed since Monday &amp; I'm struggling so bad 😥,0,0,Why did I underestimate ? Been in bed since Monday &amp; I'm struggling so bad 😥,[],['#COVID'],[],Why did I underestimate  Been in bed since Monday amp Im struggling so bad 😥,"[Why, did, I, underestimate,  , Been, in, bed, since, Monday, amp, I, m, struggling, so, bad, 😥]","['underestimate', ' ', 'bed', 'Monday', 'amp', 'm', 'struggling', 'bad', '😥']",underestim   bed monday amp m struggl bad 😥
305,1643792091000,MEDWING UK,medwingUK,"Initially, only first-time #Covid infections would be recorded. But now, especially with all the new variants, rein… https://t.co/Fx9I02clcO",2,0,"Initially, only first-time  infections would be recorded. But now, especially with all the new variants, rein…",[],['#Covid'],[' https://t.co/Fx9I02clcO'],Initially only firsttime  infections would be recorded But now especially with all the new variants rein…,"[Initially, only, firsttime,  , infections, would, be, recorded, But, now, especially, with, all, the, new, variants, rein, …]","['Initially', 'firsttime', ' ', 'infections', 'recorded', 'especially', 'new', 'variants', 'rein', '…']",initi firsttim   infect record especi new variant rein …
306,1643791973000,Toni Brodelle #LibDems,ToniBrodelle,"@SteveBakerHW, you have said that if Johnson has lied, he must go. He has lied, so 👇

Either
1. Submit a letter to… https://t.co/jZyqSmzj2j",61,23,", you have said that if Johnson has lied, he must go. He has lied, so 👇

Either
1. Submit a letter to…",['@SteveBakerHW'],[],[' https://t.co/jZyqSmzj2j']," you have said that if Johnson has lied he must go He has lied so 👇

Either
1 Submit a letter to…","[ , you, have, said, that, if, Johnson, has, lied, he, must, go, He, has, lied, so, 👇, 

, Either, 
, 1, Submit, a, letter, to, …]","[' ', 'said', 'Johnson', 'lied', 'lied', '👇', '\n\n', '\n', '1', 'Submit', 'letter', '…']","  said johnson lie lie 👇 

 
 1 submit letter …"
307,1643791875000,Hayley Bethell,HSBethell,Which leggings/joggers and hoody combo should I wear today?! 🤔 #Isolation #decisionoftheday #COVID,1,0,Which leggings/joggers and hoody combo should I wear today?! 🤔,[],"['#Isolation', '#decisionoftheday', '#COVID']",[],Which leggingsjoggers and hoody combo should I wear today 🤔,"[Which, leggingsjoggers, and, hoody, combo, should, I, wear, today, 🤔]","['leggingsjoggers', 'hoody', 'combo', 'wear', 'today', '🤔']",leggingsjogg hoodi combo wear today 🤔
308,1643791842000,VendettaX,VendettaX93,"....meanwhile in #Belgium 🥳
#COVID https://t.co/UYYpfrYveu",1122,360,....meanwhile in  🥳,[],"['#Belgium', '#COVID']",[' https://t.co/UYYpfrYveu'],meanwhile in  🥳,"[meanwhile, in,  , 🥳]","[' ', '🥳']",  🥳
309,1643791814000,Richard Kelly,ems_richard,@JohnChaytor @BreesAnna Thank you. Agree with you. Organisations like this seem to have forgotten about the fundame… https://t.co/IWrZ5bUY8L,0,0,Thank you. Agree with you. Organisations like this seem to have forgotten about the fundame…,"['@JohnChaytor', '@BreesAnna']",[],[' https://t.co/IWrZ5bUY8L'],Thank you Agree with you Organisations like this seem to have forgotten about the fundame…,"[Thank, you, Agree, with, you, Organisations, like, this, seem, to, have, forgotten, about, the, fundame, …]","['Thank', 'Agree', 'Organisations', 'like', 'forgotten', 'fundame', '…']",thank agre organis like forgotten fundam …
310,1643791791000,Global Macro Punk,PunkMacro,"ALL VACCINATION MUST STOP NOW. 
#VaccineSideEffects #VaccinePassports #NoVaccinePassportAnywhere #NoVaccineMandates… https://t.co/5DlkNSdZHr",0,0,"ALL VACCINATION MUST STOP NOW. 
   …",[],"['#VaccineSideEffects', '#VaccinePassports', '#NoVaccinePassportAnywhere', '#NoVaccineMandates']",[' https://t.co/5DlkNSdZHr'],"ALL VACCINATION MUST STOP NOW 
   …","[ALL, VACCINATION, MUST, STOP, NOW, 
   , …]","['VACCINATION', 'STOP', '\n   ', '…']","vaccin stop 
    …"
311,1643791692000,B Short News,BShortNews,"Tonga goes into lockdown; COVID cases not at international aid port. Download App
IOS : https://t.co/UKeKLcOOrz
And… https://t.co/xDK4iFODec",0,0,"Tonga goes into lockdown; COVID cases not at international aid port. Download App
IOS :
And…",[],[],"[' https://t.co/UKeKLcOOrz', ' https://t.co/xDK4iFODec']","Tonga goes into lockdown COVID cases not at international aid port Download App
IOS 
And…","[Tonga, goes, into, lockdown, COVID, cases, not, at, international, aid, port, Download, App, 
, IOS, 
, And, …]","['Tonga', 'goes', 'lockdown', 'COVID', 'cases', 'international', 'aid', 'port', 'Download', 'App', '\n', 'IOS', '\n', '…']","tonga goe lockdown covid case intern aid port download app 
 io 
 …"
312,1643791682000,arwen white MCCT 🇪🇺 💙,arwenwhite,So today I cannot taste a thing. Or smell anything for that matter. #Covid.,1,0,So today I cannot taste a thing. Or smell anything for that matter. .,[],['#Covid'],[],So today I cannot taste a thing Or smell anything for that matter ,"[So, today, I, can, not, taste, a, thing, Or, smell, anything, for, that, matter]","['today', 'taste', 'thing', 'smell', 'matter']",today tast thing smell matter
313,1643791608000,Dr Ian Frayling #FBLC,Doctor_IMF,@theAliceRoberts Have you ever had #COVID ? Maybe you're one of those with pre-existing immunity due to previous in… https://t.co/OloVSMVFOJ,0,0,Have you ever had  ? Maybe you're one of those with pre-existing immunity due to previous in…,['@theAliceRoberts'],['#COVID'],[' https://t.co/OloVSMVFOJ'],Have you ever had   Maybe youre one of those with preexisting immunity due to previous in…,"[Have, you, ever, had,   , Maybe, you, re, one, of, those, with, preexisting, immunity, due, to, previous, in, …]","['  ', 'Maybe', 'preexisting', 'immunity', 'previous', '…']",   mayb preexist immun previou …
314,1643791514000,Wolves Council,WolvesCouncil,"Planning to grab your #Covid-19 jab this week? Here's where and when you can get it. Each clinic offers first, seco… https://t.co/WRqNUaPk8y",0,2,"Planning to grab your -19 jab this week? Here's where and when you can get it. Each clinic offers first, seco…",[],['#Covid'],[' https://t.co/WRqNUaPk8y'],Planning to grab your 1 jab this week Heres where and when you can get it Each clinic offers first seco…,"[Planning, to, grab, your, 1, jab, this, week, Heres, where, and, when, you, can, get, it, Each, clinic, offers, first, seco, …]","['Planning', 'grab', '1', 'jab', 'week', 'Heres', 'clinic', 'offers', 'seco', '…']",plan grab 1 jab week here clinic offer seco …
315,1643791385000,cedrictheartist,cedricartist,"When the mad come for the sane, it's officially a zombie-apocalypse!

#covid #zombies https://t.co/n5MEgJ86G5",1,1,"When the mad come for the sane, it's officially a zombie-apocalypse!",[],"['#covid', '#zombies']",[' https://t.co/n5MEgJ86G5'],When the mad come for the sane its officially a zombieapocalypse,"[When, the, mad, come, for, the, sane, its, officially, a, zombieapocalypse]","['mad', 'come', 'sane', 'officially', 'zombieapocalypse']",mad come sane offici zombieapocalyps
316,1643791312000,Kikka Digga,KikkaDigga,"Digging the #garden #good4u
according 2 @thetimes
#wednesdaythought #wednesdaymotivations
#GardeningTwitter… https://t.co/7IHQLqwEtC",2,2,"Digging the  
according 2 
 
…",['@thetimes'],"['#garden', '#good4u', '#wednesdaythought', '#wednesdaymotivations', '#GardeningTwitter']",[' https://t.co/7IHQLqwEtC'],"Digging the  
according 2 
 
…","[Digging, the,  
, according, 2, 
 
, …]","['Digging', ' \n', 'according', '2', '\n \n', '…']","dig  
 accord 2 
 
 …"
